mother_has_secondary_education,mother_has_college_education,birth_month_num,birth_month_name,gender,internet_connection,repeated_secondary,score_math,n_students_in_school
1.0,0.0,10,October,Male,Yes,"No, never",469.2548,486.0
1.0,1.0,12,December,Female,,"No, never",407.7294,486.0
1.0,1.0,9,September,Female,Yes,"No, never",493.24809999999997,486.0
1.0,0.0,12,December,Male,Yes,"No, never",541.597,486.0
1.0,1.0,5,May,Male,Yes,"No, never",448.2677,486.0
1.0,0.0,6,June,Male,Yes,"No, never",444.28249999999997,486.0
1.0,1.0,9,September,Male,Yes,"No, never",515.5980999999999,486.0
1.0,1.0,9,September,Male,Yes,"No, never",589.7791,486.0
1.0,1.0,10,October,Male,Yes,"No, never",484.0041,643.0
1.0,1.0,12,December,Female,Yes,"No, never",552.7792999999999,643.0
1.0,1.0,5,May,Female,Yes,"No, never",468.28809999999993,643.0
1.0,0.0,5,May,Female,Yes,"No, never",522.5024000000001,643.0
1.0,1.0,3,March,Male,Yes,"No, never",568.2690999999999,643.0
1.0,1.0,6,June,Male,Yes,"No, never",611.3494999999999,643.0
1.0,0.0,3,March,Male,Yes,"No, never",548.5848,643.0
0.0,0.0,2,February,Male,Yes,"No, never",590.3321,643.0
,,5,May,Male,,,475.5888999999999,643.0
,,4,April,Female,,,528.2746,643.0
1.0,0.0,8,August,Female,Yes,"No, never",508.486,643.0
1.0,1.0,2,February,Female,Yes,"No, never",482.89039999999994,643.0
1.0,1.0,12,December,Male,Yes,"No, never",550.8931,643.0
1.0,1.0,4,April,Male,Yes,"No, never",544.5204,643.0
1.0,0.0,2,February,Male,Yes,"No, never",588.8198,643.0
1.0,0.0,2,February,Female,Yes,"No, never",534.9351,643.0
1.0,0.0,3,March,Female,Yes,"No, never",457.9129,643.0
1.0,1.0,8,August,Female,Yes,"No, never",504.0126,643.0
1.0,0.0,2,February,Male,Yes,"No, never",513.3477,643.0
0.0,0.0,1,January,Female,Yes,"No, never",479.0883,643.0
1.0,0.0,9,September,Male,Yes,"No, never",568.3615,643.0
1.0,1.0,9,September,Female,Yes,"No, never",415.4584,643.0
1.0,1.0,7,July,Male,Yes,"No, never",618.7832999999999,643.0
1.0,1.0,12,December,Male,Yes,"No, never",554.3356,643.0
1.0,1.0,8,August,Male,Yes,"No, never",456.2541,643.0
1.0,1.0,3,March,Female,Yes,"No, never",486.6437000000001,643.0
1.0,1.0,3,March,Male,Yes,"No, never",638.9287,643.0
1.0,1.0,9,September,Male,Yes,"No, never",557.1265999999999,643.0
1.0,1.0,10,October,Female,Yes,,404.1206,643.0
1.0,1.0,7,July,Female,Yes,"No, never",550.9510999999999,643.0
1.0,0.0,11,November,Male,Yes,"No, never",378.3325,643.0
1.0,1.0,4,April,Male,Yes,"No, never",558.3297,643.0
0.0,0.0,6,June,Male,Yes,"No, never",558.1411,643.0
0.0,0.0,7,July,Male,Yes,,338.3084,643.0
1.0,1.0,1,January,Female,Yes,"No, never",454.09079999999994,643.0
1.0,1.0,11,November,Male,Yes,"Yes, once",443.2144,335.0
1.0,1.0,8,August,Male,Yes,"Yes, once",431.7939,335.0
1.0,0.0,2,February,Male,Yes,"No, never",593.0604999999999,335.0
1.0,0.0,10,October,Female,Yes,"Yes, once",355.03720000000004,335.0
1.0,0.0,4,April,Female,Yes,"Yes, once",303.85229999999996,335.0
1.0,0.0,9,September,Male,No,"Yes, once",384.02040000000005,335.0
1.0,0.0,1,January,Female,No,"Yes, once",500.8727,335.0
1.0,1.0,6,June,Female,Yes,"Yes, once",389.0273,335.0
1.0,0.0,10,October,Male,Yes,"Yes, once",377.82159999999993,335.0
1.0,1.0,10,October,Male,Yes,,414.3887000000001,335.0
,,7,July,Female,Yes,"Yes, once",333.1814,335.0
1.0,1.0,11,November,Male,Yes,"Yes, twice or more",391.6411,335.0
1.0,1.0,2,February,Female,Yes,"Yes, once",296.7098,335.0
1.0,0.0,1,January,Male,Yes,"No, never",509.6779,335.0
1.0,1.0,5,May,Male,Yes,"Yes, once",423.1995,335.0
1.0,1.0,1,January,Male,No,"No, never",364.91960000000006,335.0
1.0,0.0,2,February,Female,Yes,"Yes, once",436.82529999999997,335.0
0.0,0.0,11,November,Male,Yes,"No, never",479.3696,335.0
1.0,0.0,11,November,Female,Yes,"No, never",400.5201,335.0
1.0,1.0,5,May,Female,Yes,"Yes, once",386.34180000000003,335.0
1.0,1.0,8,August,Female,Yes,"Yes, once",371.6148999999999,335.0
1.0,,10,October,Male,Yes,"Yes, once",398.399,335.0
1.0,,3,March,Female,Yes,"No, never",483.8146,335.0
1.0,0.0,3,March,Male,Yes,"No, never",452.3568,335.0
1.0,0.0,12,December,Male,Yes,"Yes, once",272.03569999999996,335.0
1.0,1.0,7,July,Female,Yes,"Yes, once",407.52619999999996,335.0
1.0,,9,September,Male,Yes,"Yes, once",468.85119999999995,335.0
1.0,1.0,6,June,Female,Yes,"No, never",587.6455,335.0
0.0,0.0,5,May,Male,No,"Yes, once",417.97080000000005,335.0
0.0,0.0,6,June,Female,Yes,"No, never",527.9986000000001,335.0
0.0,0.0,8,August,Female,Yes,"Yes, twice or more",357.3377,335.0
1.0,0.0,12,December,Male,Yes,"No, never",499.8478999999999,335.0
0.0,1.0,1,January,Male,Yes,"No, never",388.57169999999996,335.0
1.0,1.0,9,September,Female,Yes,"Yes, once",467.83540000000005,335.0
1.0,,11,November,Male,Yes,"Yes, once",385.9318,335.0
1.0,1.0,6,June,Female,Yes,"No, never",536.011,1171.0
1.0,1.0,11,November,Female,Yes,"No, never",535.2247,1171.0
1.0,1.0,9,September,Female,Yes,"No, never",500.951,1171.0
1.0,1.0,10,October,Female,Yes,"No, never",577.6639999999999,1171.0
1.0,1.0,9,September,Female,Yes,"No, never",596.6102000000001,1171.0
1.0,1.0,8,August,Male,Yes,"Yes, once",474.1445,1171.0
1.0,1.0,9,September,Female,Yes,"No, never",515.7544,1171.0
1.0,1.0,8,August,Male,Yes,"No, never",449.59849999999994,1171.0
1.0,0.0,2,February,Male,Yes,"No, never",580.2933,1171.0
1.0,1.0,8,August,Female,Yes,"No, never",545.9658,1171.0
1.0,1.0,5,May,Female,Yes,"No, never",543.0228000000001,1171.0
1.0,0.0,2,February,Male,Yes,"No, never",596.5672,1171.0
1.0,1.0,6,June,Male,Yes,"No, never",671.7123,1171.0
1.0,0.0,12,December,Female,Yes,"No, never",540.4847,1171.0
1.0,1.0,12,December,Female,Yes,"No, never",501.4531,1171.0
1.0,,4,April,Male,Yes,"No, never",503.1456,1171.0
1.0,1.0,7,July,Female,Yes,"No, never",519.9102999999999,1171.0
1.0,0.0,9,September,Male,Yes,"No, never",597.5719,1171.0
1.0,,9,September,Female,Yes,"No, never",528.5377000000001,1171.0
1.0,1.0,6,June,Male,Yes,"No, never",453.01660000000004,1171.0
1.0,1.0,6,June,Male,Yes,"No, never",558.9889000000001,1171.0
1.0,1.0,11,November,Male,Yes,"No, never",481.2572,1171.0
1.0,1.0,9,September,Male,Yes,"No, never",521.098,1171.0
1.0,1.0,4,April,Male,Yes,"No, never",564.6811,1171.0
1.0,1.0,6,June,Female,Yes,"No, never",485.05240000000003,1171.0
1.0,0.0,3,March,Male,Yes,"No, never",591.2832,1171.0
1.0,1.0,8,August,Male,Yes,"No, never",626.2904,1171.0
1.0,1.0,11,November,Female,Yes,"No, never",543.9837,1171.0
1.0,1.0,8,August,Female,Yes,"No, never",582.7180000000001,1171.0
1.0,1.0,12,December,Female,Yes,"No, never",464.1663,1171.0
1.0,1.0,8,August,Male,Yes,"No, never",551.7783000000001,1171.0
1.0,1.0,1,January,Male,Yes,"No, never",523.9819,1171.0
1.0,1.0,2,February,Female,Yes,"No, never",627.6175999999999,1171.0
1.0,1.0,7,July,Female,Yes,"No, never",542.8343,1171.0
1.0,1.0,7,July,Female,Yes,"No, never",579.6546,1171.0
1.0,1.0,9,September,Male,Yes,"No, never",507.24309999999997,1171.0
1.0,1.0,3,March,Female,Yes,"No, never",596.5020999999999,19.0
1.0,1.0,7,July,Female,No,"No, never",503.2357,19.0
1.0,0.0,12,December,Male,Yes,"No, never",378.80499999999995,19.0
1.0,,8,August,Female,Yes,"No, never",569.3068999999999,19.0
,,12,December,Male,Yes,"No, never",581.89,19.0
1.0,,10,October,Female,Yes,"No, never",435.85429999999997,19.0
1.0,1.0,11,November,Male,Yes,"Yes, once",384.8413,19.0
1.0,1.0,4,April,Female,Yes,"No, never",512.6015,19.0
1.0,0.0,6,June,Female,Yes,"Yes, once",347.65770000000003,19.0
1.0,1.0,1,January,Male,Yes,"No, never",471.2598999999999,19.0
1.0,0.0,1,January,Female,Yes,"Yes, once",507.4294,19.0
1.0,1.0,4,April,Female,Yes,"No, never",470.0987,1200.0
1.0,1.0,12,December,Female,Yes,"No, never",514.402,1200.0
1.0,1.0,4,April,Female,Yes,"No, never",598.5736999999999,1200.0
1.0,1.0,9,September,Female,Yes,"No, never",580.9601,1200.0
1.0,1.0,6,June,Female,Yes,"No, never",531.3471999999999,1200.0
1.0,0.0,1,January,Female,Yes,"No, never",542.6766,1200.0
1.0,1.0,4,April,Female,Yes,"No, never",518.1055000000001,1200.0
1.0,1.0,10,October,Female,Yes,"No, never",544.3659,1200.0
1.0,1.0,6,June,Female,Yes,"No, never",575.4444000000001,1200.0
1.0,1.0,4,April,Female,Yes,"No, never",575.9818,1200.0
1.0,1.0,3,March,Female,Yes,"No, never",619.6012999999999,1200.0
1.0,1.0,6,June,Female,Yes,"No, never",554.3268,1200.0
1.0,1.0,9,September,Female,Yes,"No, never",532.8241,1200.0
1.0,1.0,5,May,Female,Yes,"No, never",545.7402000000001,1200.0
1.0,1.0,8,August,Female,Yes,"No, never",474.5736,1200.0
1.0,1.0,9,September,Female,Yes,"No, never",558.4247,1200.0
1.0,1.0,4,April,Female,Yes,"No, never",561.9772,1200.0
1.0,1.0,3,March,Female,Yes,"No, never",553.4479,1200.0
1.0,0.0,4,April,Female,Yes,"No, never",591.3124,1200.0
1.0,1.0,12,December,Female,Yes,"No, never",554.0525,1200.0
1.0,1.0,3,March,Female,Yes,"No, never",525.4709,1200.0
1.0,1.0,2,February,Female,Yes,"Yes, once",498.2605,1200.0
1.0,1.0,7,July,Female,Yes,"No, never",519.2637,1200.0
1.0,1.0,8,August,Female,Yes,"No, never",551.8337,1200.0
1.0,1.0,7,July,Female,Yes,"No, never",561.7383,1200.0
1.0,1.0,11,November,Female,Yes,"No, never",553.7689,1200.0
1.0,1.0,7,July,Female,Yes,"No, never",424.12559999999996,1200.0
1.0,1.0,8,August,Female,Yes,"No, never",516.9086,1200.0
1.0,1.0,11,November,Female,Yes,"No, never",471.3366000000001,1200.0
1.0,1.0,6,June,Female,Yes,"No, never",500.35920000000004,1200.0
1.0,1.0,2,February,Female,Yes,"Yes, once",510.42390000000006,1200.0
1.0,0.0,3,March,Female,Yes,"No, never",561.1823999999999,1200.0
1.0,1.0,8,August,Female,Yes,"No, never",585.1523,1200.0
1.0,1.0,10,October,Female,Yes,"No, never",518.3034,1200.0
1.0,1.0,9,September,Female,Yes,"No, never",530.3019,1200.0
1.0,1.0,11,November,Female,Yes,"No, never",628.5015999999999,1200.0
1.0,1.0,5,May,Female,Yes,"No, never",527.1214,1200.0
1.0,1.0,2,February,Female,No,"No, never",493.3505,1200.0
1.0,1.0,11,November,Female,Yes,"No, never",570.1791000000001,1200.0
1.0,1.0,12,December,Female,Yes,"No, never",574.7215,1200.0
1.0,1.0,2,February,Female,Yes,"No, never",639.4539000000001,712.0
1.0,1.0,8,August,Male,Yes,"No, never",540.7834999999999,712.0
1.0,1.0,9,September,Female,Yes,"Yes, once",378.37160000000006,712.0
1.0,1.0,9,September,Female,Yes,"No, never",543.1532,712.0
1.0,0.0,6,June,Male,Yes,"No, never",532.1922999999999,712.0
1.0,1.0,12,December,Male,Yes,"No, never",538.8727999999999,712.0
1.0,0.0,1,January,Female,Yes,"Yes, once",435.7934,712.0
1.0,0.0,11,November,Male,Yes,"No, never",487.34499999999997,712.0
1.0,1.0,4,April,Female,Yes,"No, never",275.45970000000005,712.0
,,10,October,Female,No,"No, never",586.2026,712.0
1.0,0.0,2,February,Female,Yes,"No, never",550.7277,712.0
,,10,October,Female,Yes,"No, never",465.369,712.0
1.0,0.0,4,April,Male,Yes,"No, never",635.0899000000002,712.0
1.0,1.0,3,March,Male,Yes,"No, never",506.6322,712.0
1.0,0.0,2,February,Female,Yes,"No, never",542.3231,712.0
1.0,0.0,10,October,Female,Yes,"No, never",456.5455999999999,712.0
1.0,1.0,11,November,Male,Yes,"Yes, once",429.5022,712.0
1.0,0.0,10,October,Male,Yes,"No, never",548.0574,712.0
1.0,0.0,7,July,Female,Yes,"No, never",428.73670000000004,712.0
,,11,November,Female,Yes,"Yes, once",396.81010000000003,712.0
1.0,1.0,10,October,Female,Yes,"No, never",523.5887,712.0
1.0,1.0,12,December,Male,Yes,"No, never",620.5660999999999,712.0
1.0,1.0,12,December,Male,Yes,"No, never",517.0484999999999,712.0
1.0,1.0,2,February,Male,Yes,"No, never",587.3276,712.0
1.0,0.0,8,August,Male,Yes,"Yes, twice or more",446.05830000000003,712.0
1.0,1.0,10,October,Male,Yes,"Yes, once",396.76099999999997,712.0
1.0,,10,October,Male,Yes,"No, never",570.098,712.0
1.0,1.0,10,October,Female,Yes,"No, never",476.23070000000007,712.0
,,2,February,Male,Yes,"No, never",598.4665,712.0
1.0,1.0,10,October,Female,Yes,"No, never",532.1397,712.0
1.0,1.0,1,January,Female,Yes,"No, never",585.0473,712.0
,1.0,10,October,Female,Yes,"No, never",521.1914,712.0
1.0,1.0,8,August,Female,Yes,"No, never",580.5779999999999,712.0
1.0,1.0,5,May,Male,Yes,"No, never",466.75519999999995,712.0
1.0,0.0,9,September,Female,Yes,"No, never",419.26020000000005,712.0
0.0,0.0,6,June,Male,Yes,"No, never",513.315,712.0
1.0,0.0,4,April,Female,Yes,"No, never",567.1322,712.0
1.0,1.0,4,April,Female,Yes,"No, never",426.62019999999995,712.0
1.0,1.0,8,August,Female,Yes,"No, never",554.2606,257.0
1.0,,5,May,Male,Yes,"No, never",546.7565999999999,257.0
1.0,1.0,11,November,Male,Yes,"No, never",602.0359000000001,257.0
1.0,,8,August,Female,Yes,"No, never",615.6269,257.0
1.0,1.0,10,October,Male,Yes,"No, never",567.8716,257.0
1.0,0.0,9,September,Male,No,"Yes, once",433.36010000000005,257.0
1.0,1.0,5,May,Female,Yes,"No, never",478.15549999999996,257.0
1.0,1.0,1,January,Male,Yes,"No, never",611.0980999999999,257.0
1.0,1.0,4,April,Female,Yes,"No, never",566.2369999999999,257.0
1.0,1.0,8,August,Female,Yes,"No, never",511.0673999999999,257.0
1.0,1.0,6,June,Male,Yes,"Yes, once",430.613,257.0
1.0,1.0,12,December,Male,Yes,"No, never",456.14849999999996,257.0
1.0,0.0,4,April,Male,Yes,"Yes, once",404.3996,257.0
1.0,1.0,1,January,Female,No,"No, never",578.7135000000001,257.0
1.0,0.0,11,November,Female,Yes,"No, never",564.919,257.0
1.0,1.0,5,May,Female,Yes,"No, never",479.25609999999995,257.0
1.0,1.0,11,November,Female,Yes,"No, never",623.9181000000001,257.0
1.0,1.0,3,March,Male,Yes,"No, never",527.1256000000001,257.0
1.0,0.0,9,September,Female,Yes,"No, never",482.959,257.0
1.0,1.0,8,August,Female,Yes,"No, never",488.50469999999996,257.0
1.0,1.0,4,April,Male,Yes,"No, never",520.4750999999999,257.0
1.0,0.0,7,July,Female,Yes,"No, never",498.24850000000004,257.0
1.0,1.0,3,March,Male,Yes,"No, never",508.6836,257.0
1.0,1.0,1,January,Male,Yes,,376.12350000000004,257.0
1.0,0.0,3,March,Male,Yes,"No, never",460.19039999999995,257.0
1.0,0.0,1,January,Male,Yes,,456.14430000000004,257.0
1.0,0.0,10,October,Male,Yes,"Yes, once",465.4091,257.0
1.0,1.0,3,March,Female,Yes,"No, never",437.7128000000001,257.0
1.0,0.0,3,March,Female,Yes,"No, never",519.7906,257.0
1.0,1.0,11,November,Male,Yes,"No, never",439.1941,257.0
1.0,1.0,2,February,Female,Yes,"No, never",436.8438,257.0
1.0,0.0,10,October,Male,Yes,"No, never",479.5089,257.0
1.0,1.0,3,March,Male,Yes,"No, never",527.4728,257.0
1.0,1.0,1,January,Male,Yes,"Yes, once",466.5063,257.0
1.0,0.0,7,July,Female,Yes,"No, never",585.8958,257.0
1.0,1.0,6,June,Male,Yes,"Yes, once",489.8304999999999,257.0
1.0,1.0,3,March,Female,Yes,"No, never",532.24,257.0
1.0,0.0,8,August,Male,Yes,"No, never",610.4309000000001,257.0
1.0,0.0,1,January,Male,Yes,"No, never",513.9185,257.0
0.0,0.0,9,September,Female,Yes,"No, never",427.73789999999997,
1.0,1.0,1,January,Female,Yes,"No, never",526.6895,
1.0,0.0,7,July,Male,Yes,"Yes, once",476.1523,
1.0,1.0,7,July,Female,Yes,"No, never",451.37489999999997,
1.0,0.0,7,July,Male,No,"Yes, once",444.72479999999996,
1.0,1.0,3,March,Female,Yes,"No, never",431.71190000000007,
1.0,0.0,4,April,Female,Yes,"No, never",449.3129,
1.0,1.0,10,October,Female,Yes,"No, never",510.0674,
1.0,0.0,9,September,Male,Yes,"No, never",523.4304,
1.0,0.0,12,December,Female,Yes,"No, never",480.2213,
0.0,0.0,8,August,Male,Yes,"Yes, once",522.5174000000001,
1.0,1.0,7,July,Male,Yes,"No, never",616.2752999999999,
1.0,1.0,7,July,Male,Yes,"No, never",606.2383,
1.0,1.0,7,July,Female,Yes,"No, never",590.204,
1.0,1.0,11,November,Male,Yes,"No, never",559.6683999999999,
1.0,0.0,7,July,Male,Yes,"No, never",410.895,
1.0,1.0,5,May,Female,Yes,"No, never",543.8894,
1.0,1.0,4,April,Male,Yes,"No, never",544.9217,
1.0,1.0,9,September,Female,Yes,"No, never",436.3709,
1.0,0.0,2,February,Male,Yes,"Yes, once",406.3177999999999,
1.0,1.0,12,December,Male,Yes,"No, never",504.83090000000004,
1.0,1.0,8,August,Male,Yes,"No, never",598.6128000000001,
1.0,1.0,1,January,Male,Yes,"No, never",583.6592999999999,
1.0,1.0,3,March,Female,Yes,"No, never",541.2125000000001,
0.0,0.0,6,June,Male,Yes,"Yes, once",419.0629,
1.0,1.0,3,March,Male,Yes,"No, never",481.12579999999997,
1.0,1.0,4,April,Female,Yes,"No, never",589.0930999999999,
1.0,1.0,12,December,Female,Yes,"No, never",568.1858,
1.0,1.0,5,May,Female,Yes,"No, never",585.7538000000001,
1.0,0.0,1,January,Male,Yes,"No, never",591.0489,
1.0,,3,March,Female,Yes,"Yes, once",514.1789,
1.0,1.0,1,January,Female,Yes,"No, never",573.8665,
1.0,1.0,7,July,Male,Yes,"No, never",637.876,
1.0,1.0,5,May,Male,Yes,"No, never",658.9198,
1.0,1.0,9,September,Female,Yes,"No, never",492.1268,
1.0,1.0,4,April,Female,Yes,"No, never",523.627,
1.0,0.0,9,September,Female,Yes,"No, never",535.9791,
1.0,0.0,4,April,Female,Yes,"No, never",598.4563999999999,275.0
1.0,1.0,8,August,Male,Yes,"No, never",590.0403000000001,275.0
1.0,1.0,12,December,Female,Yes,"No, never",468.9103,275.0
1.0,1.0,4,April,Male,Yes,,378.75829999999996,275.0
1.0,0.0,2,February,Male,Yes,"No, never",532.5108,275.0
1.0,0.0,6,June,Male,Yes,"No, never",486.03899999999993,275.0
1.0,1.0,12,December,Female,Yes,"No, never",554.5604999999999,275.0
1.0,0.0,12,December,Female,Yes,"No, never",547.2048,275.0
1.0,1.0,2,February,Female,Yes,"No, never",601.722,275.0
1.0,0.0,10,October,Male,Yes,"Yes, once",441.54179999999997,275.0
1.0,0.0,6,June,Female,Yes,"Yes, once",351.01269999999994,275.0
1.0,1.0,8,August,Female,Yes,"No, never",485.3487999999999,275.0
1.0,1.0,5,May,Male,Yes,"No, never",551.5690000000002,275.0
1.0,1.0,7,July,Male,Yes,"No, never",537.7753,275.0
1.0,1.0,4,April,Female,Yes,"No, never",530.7558,275.0
1.0,0.0,2,February,Male,Yes,"No, never",591.8889,275.0
1.0,1.0,8,August,Male,Yes,"No, never",584.3498999999999,275.0
1.0,0.0,4,April,Female,Yes,"No, never",427.55879999999996,275.0
1.0,1.0,6,June,Female,Yes,"No, never",597.1751999999999,275.0
1.0,1.0,8,August,Male,Yes,"Yes, once",474.2235999999999,275.0
1.0,0.0,7,July,Female,Yes,"No, never",479.18379999999996,275.0
1.0,1.0,12,December,Male,Yes,"Yes, once",388.491,275.0
1.0,0.0,10,October,Male,Yes,"No, never",441.5526,275.0
1.0,1.0,2,February,Male,Yes,"No, never",478.8798,275.0
0.0,0.0,3,March,Male,Yes,"No, never",397.45899999999995,275.0
1.0,0.0,1,January,Female,Yes,"Yes, once",398.9184,275.0
1.0,0.0,11,November,Male,Yes,"No, never",545.2101999999999,275.0
1.0,1.0,11,November,Male,Yes,"Yes, once",424.9244,275.0
1.0,0.0,8,August,Male,Yes,"No, never",511.30460000000005,275.0
1.0,1.0,2,February,Female,Yes,"No, never",552.2986000000001,275.0
1.0,1.0,5,May,Male,Yes,"Yes, once",550.1052,275.0
0.0,0.0,11,November,Female,Yes,"No, never",491.4759,275.0
1.0,1.0,9,September,Female,Yes,"No, never",502.8826,275.0
1.0,1.0,4,April,Female,Yes,"No, never",428.4372,354.0
1.0,0.0,11,November,Male,Yes,"No, never",432.4389,354.0
1.0,1.0,11,November,Male,Yes,"Yes, once",447.1723,354.0
1.0,1.0,6,June,Female,Yes,"No, never",512.0124,354.0
0.0,0.0,12,December,Male,Yes,"No, never",364.7072,354.0
1.0,0.0,8,August,Female,Yes,"No, never",470.2009999999999,354.0
1.0,0.0,4,April,Male,Yes,"No, never",610.4799,354.0
1.0,1.0,7,July,Female,Yes,"No, never",378.47120000000007,354.0
1.0,1.0,5,May,Male,Yes,"No, never",380.82219999999995,354.0
1.0,1.0,9,September,Female,Yes,"No, never",511.76360000000005,354.0
1.0,0.0,3,March,Female,Yes,"Yes, once",394.1572,354.0
1.0,1.0,1,January,Male,Yes,"No, never",461.2268,354.0
1.0,1.0,9,September,Male,Yes,"No, never",535.9924,354.0
1.0,0.0,3,March,Male,Yes,"Yes, once",436.84180000000003,354.0
1.0,1.0,2,February,Female,Yes,"No, never",476.1804,354.0
1.0,1.0,11,November,Female,Yes,"No, never",504.36889999999994,354.0
1.0,1.0,8,August,Female,Yes,"Yes, once",420.7656999999999,354.0
1.0,0.0,4,April,Female,Yes,"No, never",438.80510000000004,354.0
1.0,0.0,11,November,Male,Yes,"Yes, once",408.3971,354.0
1.0,1.0,7,July,Female,Yes,"No, never",566.7459,354.0
1.0,0.0,11,November,Male,Yes,"No, never",506.4017999999999,354.0
1.0,0.0,4,April,Male,Yes,"No, never",479.5629,354.0
1.0,0.0,12,December,Male,Yes,"No, never",457.94939999999997,354.0
0.0,0.0,4,April,Male,Yes,"Yes, once",520.3430000000001,354.0
1.0,0.0,5,May,Male,Yes,"Yes, once",412.084,354.0
1.0,1.0,8,August,Male,Yes,"No, never",588.9458000000001,354.0
1.0,0.0,10,October,Male,Yes,"No, never",574.7446,354.0
1.0,0.0,8,August,Female,Yes,"No, never",547.4244000000001,354.0
1.0,1.0,11,November,Male,Yes,"No, never",541.5943,354.0
1.0,1.0,7,July,Male,Yes,"Yes, once",526.3679999999999,354.0
1.0,0.0,10,October,Female,Yes,"No, never",430.9554,354.0
1.0,1.0,6,June,Female,Yes,"No, never",385.8636,354.0
1.0,0.0,12,December,Male,Yes,"Yes, once",451.62340000000006,354.0
1.0,1.0,5,May,Female,Yes,"No, never",506.09120000000013,354.0
1.0,0.0,5,May,Female,No,"No, never",391.0385,354.0
1.0,1.0,10,October,Male,Yes,"No, never",456.08059999999995,354.0
0.0,0.0,10,October,Male,Yes,"No, never",452.73280000000005,354.0
,,5,May,Female,,,500.706,1517.0
1.0,1.0,9,September,Male,Yes,"No, never",544.6329000000001,1517.0
1.0,1.0,10,October,Male,Yes,"No, never",457.44269999999995,1517.0
1.0,,6,June,Female,Yes,"Yes, once",519.1763,1517.0
,,7,July,Male,Yes,"No, never",289.6146,1517.0
1.0,1.0,6,June,Female,Yes,,441.4987,1517.0
1.0,1.0,6,June,Male,Yes,"No, never",544.4824999999998,1517.0
1.0,1.0,10,October,Female,Yes,"No, never",544.7401,1517.0
1.0,1.0,7,July,Female,Yes,"No, never",535.7114,1517.0
1.0,1.0,3,March,Female,Yes,"No, never",438.16040000000004,1517.0
1.0,1.0,3,March,Male,Yes,"No, never",451.0816,1517.0
1.0,1.0,4,April,Female,Yes,"No, never",451.17749999999995,1517.0
1.0,1.0,3,March,Male,Yes,"No, never",661.5264,1517.0
1.0,1.0,5,May,Female,Yes,"No, never",454.42089999999996,1517.0
1.0,1.0,12,December,Female,Yes,"No, never",511.9396,1517.0
1.0,1.0,7,July,Female,Yes,"Yes, once",362.7121,1517.0
1.0,0.0,6,June,Male,Yes,"Yes, once",375.6291,1517.0
,,4,April,Female,Yes,"No, never",591.0058000000001,1517.0
1.0,1.0,10,October,Male,Yes,"No, never",516.8568,1517.0
1.0,0.0,2,February,Female,Yes,"No, never",542.2397,1517.0
1.0,1.0,10,October,Female,Yes,"No, never",623.2271,1517.0
